Fiscal Year Released,Recidivism Reporting Year,Race - Ethnicity,Age At Release ,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Release Type,Part of Target Population,Main Supervising District,Recidivism - Return to Prison,Release Type,Days to Recidivism,New Conviction Offense Classification,New Conviction Offense Type,New Conviction Offense Sub Type
2013,2016,Black - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,OWI,Parole,Yes,1JD,Yes,Parole,386,D Felony,Public Order,OWI
2013,2016,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Paroled to Detainer - Out of State,Yes,3JD,Yes,Paroled to Detainer - Out of State,387,D Felony,Drug,Drug Possession
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,391,D Felony,Drug,Trafficking
2013,2016,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,Yes,7JD,Yes,Parole,392,Felony - Enhancement to Original Penalty,Other,Other Criminal
2013,2016,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole,Yes,2JD,Yes,Parole,394,D Felony,Drug,Drug Possession
2013,2016,White - Hispanic,35-44,Aggravated Misdemeanor,Public Order,Traffic,Parole,Yes,2JD,Yes,Parole,395,B Felony,Drug,Trafficking
2013,2016,Asian or Pacific Islander - Non-Hispanic,25-34,D Felony,Public Order,Other Public Order,Parole,Yes,2JD,Yes,Parole,395,D Felony,Public Order,Other Public Order
2013,2016,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,Drug Possession,Parole,Yes,2JD,Yes,Parole,395,C Felony,Violent,Sex
2013,2016,White - Non-Hispanic,45-54,D Felony,Public Order,Other Public Order,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,396,D Felony,Public Order,Other Public Order
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Parole,Yes,1JD,Yes,Parole,398,Aggravated Misdemeanor,Public Order,Alcohol
2013,2016,White - Non-Hispanic,25-34,D Felony,Drug,Drug Possession,Parole,Yes,1JD,Yes,Parole,399,B Felony,Other,Other Criminal
2013,2016,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,1JD,Yes,Parole,399,D Felony,Property,Burglary
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,400,D Felony,Public Order,Other Public Order
2013,2016,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,401,Aggravated Misdemeanor,Property,Theft
2013,2016,White - Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,401,B Felony,Drug,Trafficking
2013,2016,White - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,403,D Felony,Property,Burglary
2013,2016,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,404,Felony - Enhancement to Original Penalty,Other,Other Criminal
2013,2016,Black - Non-Hispanic,35-44,D Felony,Property,Burglary,Parole,Yes,2JD,Yes,Parole,406,D Felony,Public Order,OWI
2013,2016,White - Non-Hispanic,25-34,C Felony,Property,Burglary,Parole,Yes,8JD,Yes,Parole,407,Aggravated Misdemeanor,Violent,Assault
2013,2016,White - Non-Hispanic,Under 25,D Felony,Property,Theft,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,407,D Felony,Violent,Assault
2013,2016,White - Non-Hispanic,Under 25,D Felony,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,409,C Felony,Violent,Assault
2013,2016,Black - Non-Hispanic,25-34,D Felony,Property,Theft,Parole,Yes,7JD,Yes,Parole,412,Aggravated Misdemeanor,Public Order,Traffic
2013,2016,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,412,Felony - Enhancement to Original Penalty,Other,Other Criminal
2013,2016,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole,Yes,5JD,Yes,Parole,413,Serious Misdemeanor,Public Order,Flight/Escape
2013,2016,American Indian or Alaska Native - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,414,D Felony,Violent,Assault
2013,2016,White - Non-Hispanic,25-34,D Felony,Property,Forgery/Fraud,Parole,Yes,2JD,Yes,Parole,415,D Felony,Property,Theft
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Property,Theft,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,415,D Felony,Property,Theft
2013,2016,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,415,D Felony,Property,Forgery/Fraud
2013,2016,Black - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,Yes,7JD,Yes,Parole,415,D Felony,Property,Burglary
2013,2016,White - Non-Hispanic,35-44,D Felony,Other,Other Criminal,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,415,Special Sentence 2005,Violent,Sex
2013,2016,White - Non-Hispanic,Under 25,D Felony,Property,Forgery/Fraud,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,415,D Felony,Drug,Trafficking
2013,2016,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole,Yes,5JD,Yes,Parole,416,Aggravated Misdemeanor,Drug,Drug Possession
2013,2016,Black - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,417,C Felony,Drug,Trafficking
2013,2016,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,417,Aggravated Misdemeanor,Violent,Assault
2013,2016,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,417,Aggravated Misdemeanor,Property,Theft
2013,2016,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,Yes,6JD,Yes,Parole,418,Aggravated Misdemeanor,Property,Burglary
2013,2016,American Indian or Alaska Native - Non-Hispanic,35-44,C Felony,Property,Burglary,Parole,Yes,8JD,Yes,Parole,419,D Felony,Public Order,Flight/Escape
2013,2016,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,Weapons,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,421,C Felony,Drug,Trafficking
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Alcohol,Parole,Yes,,Yes,Parole,422,C Felony,Drug,Trafficking
2013,2016,White - Non-Hispanic,45-54,D Felony,Property,Burglary,Parole,Yes,2JD,Yes,Parole,422,D Felony,Property,Theft
2013,2016,White - Non-Hispanic,45-54,D Felony,Property,Forgery/Fraud,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,423,Felony - Enhancement to Original Penalty,Other,Other Criminal
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Parole,Yes,2JD,Yes,Parole,423,C Felony,Drug,Trafficking
2013,2016,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,Parole,Yes,1JD,Yes,Parole,424,Aggravated Misdemeanor,Drug,Drug Possession
2013,2016,White - Non-Hispanic,25-34,C Felony,Violent,Sex,Special Sentence,Yes,8JD,Yes,Special Sentence,425,Aggravated Misdemeanor,Public Order,Other Public Order
2013,2016,Black - Non-Hispanic,45-54,Aggravated Misdemeanor,Drug,Drug Possession,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,426,B Felony,Drug,Trafficking
2013,2016,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,427,D Felony,Drug,Drug Possession
2013,2016,White - Non-Hispanic,35-44,B Felony,Drug,Trafficking,Parole,Yes,1JD,Yes,Parole,428,Felony - Enhancement to Original Penalty,Drug,Trafficking
2013,2016,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,Yes,6JD,Yes,Parole,428,D Felony,Drug,Trafficking
2013,2016,White - Non-Hispanic,25-34,C Felony,Property,Theft,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,430,D Felony,Public Order,Other Public Order
2013,2016,American Indian or Alaska Native - Non-Hispanic,35-44,D Felony,Public Order,OWI,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,431,D Felony,Public Order,OWI
2013,2016,White - Non-Hispanic,35-44,C Felony,Property,Burglary,Parole,Yes,8JD,Yes,Parole,431,D Felony,Property,Theft
2013,2016,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,431,B Felony,Drug,Trafficking
2013,2016,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,Parole,Yes,5JD,Yes,Parole,431,Aggravated Misdemeanor,Property,Vandalism
2013,2016,White - Non-Hispanic,45-54,B Felony,Violent,Murder/Manslaughter,Parole,Yes,5JD,Yes,Parole,432,C Felony,Drug,Trafficking
2013,2016,White - Non-Hispanic,25-34,B Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,434,Serious Misdemeanor,Public Order,Flight/Escape
2013,2016,White - Non-Hispanic,25-34,C Felony,Property,Burglary,Parole,Yes,1JD,Yes,Parole,436,Serious Misdemeanor,Public Order,Flight/Escape
2013,2016,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,Yes,1JD,Yes,Parole,437,Aggravated Misdemeanor,Property,Theft
2013,2016,White - Non-Hispanic,35-44,D Felony,Public Order,Other Public Order,Parole,Yes,2JD,Yes,Parole,439,D Felony,Public Order,Other Public Order
2013,2016,Black - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,440,Serious Misdemeanor,Public Order,Flight/Escape
2013,2016,White - Non-Hispanic,45-54,B Felony,Drug,Trafficking,Parole,Yes,2JD,Yes,Parole,441,D Felony,Drug,Other Drug
2013,2016,White - Non-Hispanic,35-44,D Felony,Drug,Drug Possession,Parole,Yes,1JD,Yes,Parole,442,Aggravated Misdemeanor,Drug,Drug Possession
2013,2016,White - Non-Hispanic,35-44,D Felony,Property,Burglary,Parole,Yes,5JD,Yes,Parole,442,Aggravated Misdemeanor,Drug,Drug Possession
2013,2016,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Alcohol,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,442,Aggravated Misdemeanor,Public Order,OWI
2013,2016,White - Non-Hispanic,Under 25,C Felony,Property,Burglary,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,446,Aggravated Misdemeanor,Property,Forgery/Fraud
2013,2016,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,446,Aggravated Misdemeanor,Violent,Assault
2013,2016,Black - Non-Hispanic,25-34,C Felony,Violent,Sex,Special Sentence,Yes,7JD,Yes,Special Sentence,449,D Felony,Drug,Trafficking
2013,2016,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,Yes,7JD,Yes,Parole,450,C Felony,Drug,Trafficking
2013,2016,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,Yes,2JD,Yes,Parole,451,Aggravated Misdemeanor,Drug,Drug Possession
2013,2016,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,453,D Felony,Drug,Drug Possession
2013,2016,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,454,Aggravated Misdemeanor,Public Order,Alcohol
2013,2016,White - Non-Hispanic,35-44,D Felony,Other,Other Violent,Parole,Yes,2JD,Yes,Parole,454,D Felony,Property,Theft
2013,2016,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Drug,Drug Possession,Parole,Yes,5JD,Yes,Parole,455,D Felony,Drug,Drug Possession
2013,2016,American Indian or Alaska Native - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,455,C Felony,Other,Other Criminal
2013,2016,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,Yes,1JD,Yes,Parole,455,D Felony,Property,Forgery/Fraud
2013,2016,White - Non-Hispanic,35-44,C Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,455,Aggravated Misdemeanor,Drug,Drug Possession
2013,2016,White - Non-Hispanic,25-34,C Felony,Drug,Other Drug,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,456,D Felony,Drug,Drug Possession
2013,2016,White - Non-Hispanic,35-44,C Felony,Violent,Robbery,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,457,B Felony,Drug,Trafficking
2013,2016,White - Hispanic,25-34,D Felony,Public Order,Weapons,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,458,D Felony,Drug,Drug Possession
2013,2016,White - Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,458,Aggravated Misdemeanor,Public Order,OWI
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,459,Aggravated Misdemeanor,Violent,Assault
2013,2016,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Theft,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,460,Aggravated Misdemeanor,Property,Theft
2013,2016,Black - Non-Hispanic,25-34,D Felony,Public Order,OWI,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,461,D Felony,Public Order,OWI
2013,2016,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,461,Serious Misdemeanor,Public Order,Flight/Escape
2013,2016,White - Non-Hispanic,25-34,D Felony,Violent,Other Violent,Parole,Yes,1JD,Yes,Parole,462,B Felony,Drug,Trafficking
2013,2016,White - Non-Hispanic,25-34,D Felony,Property,Theft,Parole,Yes,5JD,Yes,Parole,462,Felony - Enhancement to Original Penalty,Other,Other Criminal
2013,2016,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,462,Serious Misdemeanor,Violent,Assault
2013,2016,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Parole,Yes,6JD,Yes,Parole,464,Aggravated Misdemeanor,Violent,Assault
2013,2016,Black - Non-Hispanic,25-34,C Felony,Property,Burglary,Parole,Yes,1JD,Yes,Parole,465,D Felony,Property,Forgery/Fraud
2013,2016,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,Yes,5JD,Yes,Parole,465,B Felony,Drug,Trafficking
2013,2016,Black - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,Yes,8JD,Yes,Parole,466,D Felony,Drug,Trafficking
2013,2016,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Parole,Yes,5JD,Yes,Parole,469,D Felony,Drug,Drug Possession
2013,2016,White - Non-Hispanic,25-34,C Felony,Drug,Other Drug,Parole,Yes,1JD,Yes,Parole,469,Felony - Enhancement to Original Penalty,Other,Other Criminal
2013,2016,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,Yes,7JD,Yes,Parole,469,Felony - Enhancement to Original Penalty,Other,Other Criminal
2013,2016,Black - Non-Hispanic,25-34,D Felony,Violent,Assault,Parole,Yes,1JD,Yes,Parole,472,D Felony,Public Order,OWI
2013,2016,White - Non-Hispanic,45-54,C Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,472,Felony - Enhancement to Original Penalty,Drug,Trafficking
2013,2016,White - Non-Hispanic,Under 25,D Felony,Violent,Assault,Paroled to Detainer - Iowa,Yes,5JD,Yes,Paroled to Detainer - Iowa,472,Aggravated Misdemeanor,Violent,Assault
2013,2016,American Indian or Alaska Native - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,473,D Felony,Drug,Drug Possession
2013,2016,White - Non-Hispanic,25-34,B Felony,Violent,Other Violent,Parole,Yes,2JD,Yes,Parole,474,D Felony,Property,Forgery/Fraud
2013,2016,Black - Non-Hispanic,25-34,D Felony,Other,Other Criminal,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,474,D Felony,Public Order,Other Public Order
2013,2016,White - Non-Hispanic,Under 25,C Felony,Property,Theft,Parole,Yes,5JD,Yes,Parole,475,Aggravated Misdemeanor,Property,Theft
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,475,D Felony,Violent,Assault
2013,2016,White - Non-Hispanic,Under 25,D Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,476,Serious Misdemeanor,Property,Theft
2013,2016,Black - Non-Hispanic,Under 25,Aggravated Misdemeanor,Public Order,Alcohol,Parole,Yes,3JD,Yes,Parole,480,D Felony,Property,Burglary
2013,2016,White - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,Yes,1JD,Yes,Parole,481,C Felony,Drug,Trafficking
2013,2016,American Indian or Alaska Native - Non-Hispanic,45-54,Aggravated Misdemeanor,Public Order,Alcohol,Parole,Yes,2JD,Yes,Parole,481,Aggravated Misdemeanor,Public Order,Alcohol
2013,2016,White - Non-Hispanic,35-44,D Felony,Public Order,OWI,Parole,Yes,8JD,Yes,Parole,482,D Felony,Public Order,OWI
2013,2016,White - Hispanic,45-54,Aggravated Misdemeanor,Public Order,Alcohol,Parole,Yes,2JD,Yes,Parole,482,Aggravated Misdemeanor,Public Order,Alcohol
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Parole,Yes,1JD,Yes,Parole,482,Aggravated Misdemeanor,Drug,Drug Possession
2013,2016,White - Non-Hispanic,45-54,D Felony,Drug,Drug Possession,Parole,Yes,1JD,Yes,Parole,482,D Felony,Drug,Drug Possession
2013,2016,American Indian or Alaska Native - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,483,D Felony,Property,Theft
2013,2016,Black - Non-Hispanic,25-34,C Felony,Property,Burglary,Parole,Yes,5JD,Yes,Parole,486,Aggravated Misdemeanor,Violent,Assault
2013,2016,White - Non-Hispanic,Under 25,C Felony,Drug,Trafficking,Parole,Yes,1JD,Yes,Parole,487,Aggravated Misdemeanor,Property,Theft
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Drug,Drug Possession,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,488,D Felony,Property,Theft
2013,2016,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,488,Aggravated Misdemeanor,Public Order,Traffic
2013,2016,White - Non-Hispanic,Under 25,D Felony,Property,Vandalism,Parole,Yes,2JD,Yes,Parole,490,D Felony,Property,Theft
2013,2016,White - Non-Hispanic,25-34,Aggravated Misdemeanor,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,491,D Felony,Property,Forgery/Fraud
2013,2016,Black - Non-Hispanic,25-34,Aggravated Misdemeanor,Public Order,Traffic,Parole,Yes,5JD,Yes,Parole,492,Aggravated Misdemeanor,Public Order,Traffic
2013,2016,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Property,Theft,Parole,Yes,5JD,Yes,Parole,492,Aggravated Misdemeanor,Violent,Assault
2013,2016,White - Non-Hispanic,55 and Older,Aggravated Misdemeanor,Violent,Assault,Parole,Yes,5JD,Yes,Parole,494,D Felony,Public Order,OWI
2013,2016,Black - Non-Hispanic,35-44,D Felony,Property,Theft,Parole,Yes,1JD,Yes,Parole,495,Aggravated Misdemeanor,Violent,Assault
2013,2016,White - Non-Hispanic,35-44,Aggravated Misdemeanor,Public Order,Alcohol,Parole,Yes,8JD,Yes,Parole,495,Aggravated Misdemeanor,Public Order,Alcohol
2013,2016,White - Non-Hispanic,45-54,D Felony,Public Order,OWI,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,497,Aggravated Misdemeanor,Public Order,Alcohol
2013,2016,White - Non-Hispanic,25-34,C Felony,Property,Burglary,Parole,Yes,5JD,Yes,Parole,498,C Felony,Drug,Trafficking
2013,2016,Black - Non-Hispanic,25-34,D Felony,Property,Burglary,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,498,D Felony,Property,Burglary
2013,2016,White - Non-Hispanic,Under 25,D Felony,Property,Vandalism,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,498,Serious Misdemeanor,Violent,Assault
2013,2016,White - Non-Hispanic,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,Yes,1JD,Yes,Parole,499,Aggravated Misdemeanor,Public Order,OWI
2013,2016,White - Non-Hispanic,Under 25,Aggravated Misdemeanor,Property,Vandalism,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,501,Aggravated Misdemeanor,Violent,Assault
2013,2016,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Parole,Yes,3JD,Yes,Parole,502,Aggravated Misdemeanor,Property,Theft
2013,2016,Black - Non-Hispanic,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged End of Sentence,No,,Yes,Discharged End of Sentence,504,B Felony,Drug,Trafficking
2013,2016,White - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,1JD,Yes,Parole,505,Felony - Enhancement to Original Penalty,Drug,Trafficking
2013,2016,Black - Non-Hispanic,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,Yes,7JD,Yes,Parole,505,C Felony,Drug,Trafficking
2013,2016,Black - Non-Hispanic,25-34,D Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,506,Felony - Enhancement to Original Penalty,Drug,Trafficking
2013,2016,Black - Non-Hispanic,25-34,C Felony,Drug,Trafficking,Parole,Yes,5JD,Yes,Parole,509,D Felony,Drug,Drug Possession
2013,2016,White - Non-Hispanic,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,Yes,8JD,Yes,Parole,509,D Felony,Drug,Drug Possession
2013,2016,White - Non-Hispanic,25-34,D Felony,Property,Burglary,Paroled to Detainer - Iowa,Yes,5JD,Yes,Paroled to Detainer - Iowa,510,Aggravated Misdemeanor,Public Order,Traffic
